GeneSymbol	region	AF_NAHR	all_carrier_allele_burden	dz_burden	dz_NAHR_contribution_perc	allele_NAHR_contribution_perc	NAHR_allele_contribution_rank	dz_contribution_by_allele_top3	NIRD
TNFRSF13B	SMS	5.333e-5	9.791304464981379e-4	9.558523423596427e-7	10	5.4	5	55, 37, 20	1.3
TRPM1	15q13.3_BP4-BP5	9.97e-5	0.002184770505899266	4.7732165275713345e-6	8.9	4.6	5	73, 23, 18	2.2
MAT1A	10q23	7.121e-6	1.8562000000000003e-4	3.4404075759e-8	7.4	3.8	9	42, 35, 18	-1.4
CDHR1	10q23	7.121e-6	2.0388222390831497e-4	4.151725258480029e-8	6.7	3.5	12	39, 17, 14	-1.1
MYO15A	SMS	5.333e-5	0.0016996914412686457	2.8861069066218857e-6	6.1	3.1	8	22, 20, 11	1.6
MDH2	7q11.23_dist	2.374e-6	1.169447771345793e-4	1.3670445023056423e-8	4	2	6	61, 24, 24	-2.8
OTUD7A	15q11q13_BP3-BP5	2.374e-6	1.2981422200796506e-4	1.6846096359533234e-8	3.6	1.8	3	95, 21, 4	0.86
RP1L1	8p23.1	9.495e-6	6.36438664013824e-4	4.049640180267013e-7	2.9	1.5	13	48, 26, 21	-0.68
OCA2	PWS/AS_BP2-BP3	1.989e-5	0.0014021885487503585	1.965341502046636e-6	2.8	1.4	9.5	75, 18, 14	0.17
OCA2	PWS/AS_BP1-BP3	1.989e-5	0.0014021885487503585	1.965341502046636e-6	2.8	1.4	9.5	75, 18, 14	0.17
STRA6	15q24_BPA-BPC	2.374e-6	2.0294166584795392e-4	4.117968386114259e-8	2.3	1.2	12	27, 17, 17	-2.7
NSMCE3	15q11q13_BP3-BP5	2.374e-6	2.303933333333333e-4	5.163297176844444e-8	2.1	1	3	95, 28, 2	0.071
POR	7q11.23_dist	2.374e-6	5.899911111111111e-4	3.4808387531412344e-7	0.8	0.4	17	86, 19, 15	-2
MPI	15q24_BPA-BPC	2.374e-6	7.357831106148319e-4	5.413711499900379e-7	0.64	0.32	21	93, 5, 5	-1.9
FAN1	15q11q13_BP3-BP5	2.374e-6	0.0011122424383558887	1.2370776058038529e-6	0.43	0.21	29	38, 29, 22	-2.6
TRPM1	15q11q13_BP3-BP5	2.374e-6	0.002184770505899266	4.7732165275713345e-6	0.22	0.11	29	73, 23, 18	-3.2
