GeneSymbol	region	AF_NAHR	all_carrier_allele_burden	dz_burden	dz_NAHR_contribution_perc	allele_NAHR_contribution_perc	NAHR_allele_contribution_rank	dz_contribution_by_allele_top3	NIRD
MERTK	2q13	1.2859999999999998e-4	3.6422844291033425e-4	1.1612439862488665e-7	52	35	1	52, 38, 38	0.64
ATP2A1	16p11.2dist	1.361e-4	3.9330799539229937e-4	1.3616796923950897e-7	51	35	1	51, 35, 35	1.4
SGCG	13q12.12	2.117e-4	6.225699882605838e-4	3.427765002827834e-7	51	34	2	75, 51, 20	3.5
LMAN2L	2q11.2	7.309999999999999e-5	2.2682666489792365e-4	4.610672590871495e-8	49	32	2	92, 49, 2	5
TBX6	16p11.2prox	2.596e-4	5.516666666666667e-4	3.693019439511003e-4	47	47	1	47, 43, 1	1.2
TRPM1	15q13.3_BP4-BP5	9.326000000000001e-5	3.400861077473644e-4	1.1565220524175195e-7	47	27	1	47, 45, 35	1.9
ANAPC1	2q13	1.2859999999999998e-4	4.348947664685547e-4	1.7259549790173875e-7	46	30	2	56, 46, 31	0.77
CDC45	22q11.2_LCRA-D	1.771e-4	5.87000997885027e-4	3.132057615180173e-7	46	30	1	46, 50, 44	1.2
SCARF2	22q11.2_LCRA-D	1.771e-4	6.339274490721938e-4	3.7049960068717885e-7	44	28	2	83, 44, 21	4.7
RBP3	10q11.21q11.23	1.412e-4	5.205962243477504e-4	2.5108298880513323e-7	43	27	2	66, 43, 25	0.96
NSMCE3	15q11q13_BP3-BP5	2.521e-6	4.2012222222222215e-5	5.132872750493826e-10	39	6	2	92, 39, 7	2.8
TFRC	3q29	2.269e-5	9.796588512092001e-5	9.082478547525295e-9	38	23	2	94, 38, 2	4.6
SNAP29	22q11.2_LCRA-D	1.771e-4	7.786633364342981e-4	5.749521815069929e-7	37	23	2	94, 37, 2	4.5
ABCC6	16p13.11	3.126e-4	0.0017521491053135445	2.9723077272510547e-6	30	18	1	30, 31, 13	2.4
MIPEP	13q12.12	2.117e-4	0.0012197292269951975	1.4429224971863019e-6	30	17	2	56, 30, 31	1.6
ERCC6	10q11.21q11.23	1.412e-4	8.435470095324848e-4	6.916341172911979e-7	29	17	2	54, 29, 29	0.44
TANGO2	22q11.2_LCRA-D	1.771e-4	0.001103	1.18524459e-6	28	16	2	86, 28, 22	2.6
FAN1	15q13.3_BP4-BP5	9.326000000000001e-5	6.889121012136588e-4	4.7459352775761856e-7	25	14	3	34, 34, 25	0.54
LZTR1	22q11.2_LCRA-D	1.771e-4	0.001261106553660747	1.5590253296860866e-6	25	14	1	25, 22, 18	1.6
RNF168	3q29	2.269e-5	1.707966686346051e-4	2.865666591667909e-8	23	13	2	96, 23, 2	3.8
PCYT1A	3q29	2.269e-5	2.4378999704139102e-4	5.891872655744144e-8	17	9.3	2	97, 17, 2	3.3
PI4KA	22q11.2_LCRA-D	1.771e-4	0.001870129398593265	3.4660195574828076e-6	17	9.5	4	53, 38, 20	0.75
MAT1A	10q23	7.562000000000001e-6	8.591333333333334e-5	7.323917000444444e-9	16	8.8	2	97, 16, 2	3.2
NCF1	7q11.23	3.935e-5	5.307222222222223e-4	2.801176546604938e-7	14	7.4	3	80, 48, 14	-1.2
MPI	15q24_BPA-BPC	2.521e-6	3.492333333333333e-5	1.213283770111111e-9	13	7.2	2	98, 13, 2	2.8
OTUD7A	15q11q13_BP3-BP5	2.521e-6	1.0642333333333334e-4	1.131957043677778e-8	4.6	2.4	2	99, 5, 2	1.2
CDHR1	10q23	7.562000000000001e-6	3.324122234084209e-4	1.1044070242732992e-7	4.4	2.3	4	83, 35, 17	-2.1
STRA6	15q24_BPA-BPC	2.521e-6	1.3163444444444443e-4	1.732127152319753e-8	3.8	1.9	3	69, 69, 4	-4
RP1L1	8p23.1	1.008e-5	5.358834366172345e-4	2.870694512406976e-7	3.7	1.9	8	39, 23, 23	-2.8
POR	7q11.23_dist	2.521e-6	1.9654555555555556e-4	3.862379996764198e-8	2.5	1.3	3	93, 27, 3	0.33
BBS4	15q24_BPA-BPC	2.521e-6	2.1304322138249044e-4	4.538105873602884e-8	2.3	1.2	6	52, 32, 25	-3.6
MDH2	7q11.23_dist	2.521e-6	2.2768999999999998e-4	5.1836380658999995e-8	2.2	1.1	2	99, 2, 2	0.14
TOP3A	SMS	5.0410000000000005e-6	5.150468881317353e-4	2.652478852931842e-7	1.9	0.98	18	24, 24, 24	-3.8
TRPM1	15q11q13_BP3-BP5	2.521e-6	3.400861077473644e-4	1.1565220524175195e-7	1.5	0.74	16	47, 45, 35	-3.5
ALDH3A2	SMS	5.0410000000000005e-6	7.768233333333334e-4	6.034290795301111e-7	1.3	0.65	18	80, 21, 14	-2.5
TNFRSF13B	SMS	5.0410000000000005e-6	9.240155495207591e-4	8.537793240751504e-7	1.1	0.55	19	38, 29, 26	-3.7
FAN1	15q11q13_BP3-BP5	2.521e-6	6.889121012136588e-4	4.7459352775761856e-7	0.73	0.37	18	34, 34, 25	-4.8
OCA2	PWS/AS_BP1-BP3	2.521e-6	7.265996639273068e-4	5.27940716178275e-7	0.69	0.35	19	48, 29, 22	-4.7
HERC2	PWS/AS_BP1-BP3	2.521e-6	0.0010268396837690888	1.0543933807220021e-6	0.49	0.25	16	90, 12, 12	-4.3
MYO15A	SMS	5.0410000000000005e-6	0.0030995313287256326	9.607069046070686e-6	0.32	0.16	27	32, 29, 24	-4.1
